,Longitud,Latitud,slope,PP,valor_humedad_suelo1,n.100-200cm,theta_s.100-200cm,theta_r.100-200cm,ksat.100-200cm,alpha.100-200cm,SUBTIPO,SUBTIPO_DESC
1087,-71.6762623229999,-40.06068484,50.10462258055743,0.2448655265616253,0.3719329833984375,0.0289999991655349,0.0379999987781047,0.0350000001490116,0.3490000069141388,0.3210000097751617,3.0,Deslizamiento
1088,-71.675410641,-40.061389133,53.82547640609921,0.2448655265616253,0.3719329833984375,0.0270000007003545,0.0309999994933605,0.0289999991655349,0.3120000064373016,0.2820000052452087,3.0,Deslizamiento
1089,-71.673210373,-40.064781927999896,57.58385728938729,0.2448655265616253,0.3719329833984375,0.0289999991655349,0.0379999987781047,0.0340000018477439,0.3470000028610229,0.3190000057220459,3.0,Deslizamiento
1090,-72.18664928300001,-39.7299569269999,66.12236714602746,0.1353010237216949,0.4268951416015625,0.0309999994933605,0.0430000014603138,0.0379999987781047,0.3930000066757202,0.3420000076293945,3.0,Deslizamiento
1091,-72.155076837,-39.753833229,62.725836576527215,0.1353010237216949,0.4268951416015625,0.0299999993294477,0.0399999991059303,0.0359999984502792,0.3630000054836273,0.3289999961853027,3.0,Deslizamiento
1092,-71.9245853589999,-39.851858313,48.97037325255057,0.0700957104563713,0.434295654296875,0.0280000008642673,0.0340000018477439,0.0309999994933605,0.324999988079071,0.3000000119209289,3.0,Deslizamiento
1093,-71.970478169,-39.797319527999896,42.81561858869128,0.0700957104563713,0.4358367919921875,0.0289999991655349,0.0370000004768371,0.0340000018477439,0.3409999907016754,0.3160000145435333,3.0,Deslizamiento
1094,-71.929030305,-39.72154467,58.52400626747183,0.0195615943521261,0.434295654296875,0.0289999991655349,0.0390000008046627,0.0359999984502792,0.3589999973773956,0.3300000131130218,3.0,Deslizamiento
1095,-71.88807880899999,-39.706532353999904,56.5584180378986,0.0195615943521261,0.434295654296875,0.0270000007003545,0.032999999821186,0.0309999994933605,0.3219999969005585,0.296999990940094,3.0,Deslizamiento
1096,-71.79410332899991,-39.748789917,59.79180736460996,0.1370818266877905,0.4380950927734375,0.0289999991655349,0.0379999987781047,0.0340000018477439,0.3479999899864197,0.3230000138282776,3.0,Deslizamiento
1097,-71.778311145,-39.738146893,59.66457373554351,0.1370818266877905,0.4380950927734375,0.0289999991655349,0.0370000004768371,0.0340000018477439,0.3409999907016754,0.3160000145435333,3.0,Deslizamiento
1098,-71.9198382229999,-39.62638034299989,67.72828854074456,0.0090944245457649,0.4376373291015625,0.0309999994933605,0.0460000000894069,0.0410000011324882,0.4259999990463257,0.3600000143051147,3.0,Deslizamiento
1099,-71.8995006549999,-39.52715366,65.41382649795466,0.0013727433979511,0.436492919921875,0.0280000008642673,0.0350000001490116,0.0320000015199184,0.3300000131130218,0.3059999942779541,3.0,Deslizamiento
1100,-72.035510942,-39.581090623,71.12958513466604,6.708047981141133,0.4387664794921875,0.0289999991655349,0.0390000008046627,0.0350000001490116,0.3540000021457672,0.3230000138282776,3.0,Deslizamiento
1101,-72.038363547,-39.580532853,72.81845582743784,6.708047981141133,0.4387664794921875,0.0289999991655349,0.0370000004768371,0.0340000018477439,0.3409999907016754,0.3160000145435333,3.0,Deslizamiento
1102,-72.04162049899999,-39.579117587,72.81845582743784,6.708047981141133,0.4387664794921875,0.0309999994933605,0.0460000000894069,0.0410000011324882,0.4320000112056732,0.3569999933242798,3.0,Deslizamiento
1103,-72.05244070899991,-39.575522201999895,72.81845582743784,4.6309344086330375,0.4203338623046875,0.0289999991655349,0.0370000004768371,0.032999999821186,0.3379999995231628,0.3140000104904175,3.0,Deslizamiento
1104,-72.056813134,-39.5761860019999,72.81845582743784,4.6309344086330375,0.4203338623046875,0.0280000008642673,0.0350000001490116,0.0320000015199184,0.3330000042915344,0.3100000023841858,3.0,Deslizamiento
1105,-72.057409961,-39.5759788409999,72.81845582743784,4.6309344086330375,0.4203338623046875,0.0280000008642673,0.0350000001490116,0.0320000015199184,0.3330000042915344,0.3100000023841858,3.0,Deslizamiento
1106,-72.058524855,-39.572667509,72.81845582743784,4.6309344086330375,0.4203338623046875,0.0289999991655349,0.0390000008046627,0.0350000001490116,0.3540000021457672,0.3269999921321869,3.0,Deslizamiento
1107,-72.12976686100001,-39.676320732,66.42035128562756,0.0,0.3276214599609375,0.0280000008642673,0.0340000018477439,0.0309999994933605,0.3269999921321869,0.3030000030994415,3.0,Deslizamiento
1108,-72.061029347,-39.697227196,72.15737716397835,0.0,0.3276214599609375,0.0280000008642673,0.0359999984502792,0.032999999821186,0.3339999914169311,0.3109999895095825,3.0,Deslizamiento
1109,-72.030654028,-39.705739502,79.25020709734794,0.0,0.3617095947265625,0.0260000005364418,0.0299999993294477,0.0280000008642673,0.3100000023841858,0.2759999930858612,3.0,Deslizamiento
1110,-72.01722036699991,-39.644336191,79.3659559862177,0.0,0.3494720458984375,0.025000000372529,0.0289999991655349,0.0270000007003545,0.3039999902248382,0.2669999897480011,3.0,Deslizamiento
1111,-71.759726458,-39.874667363,60.76552143505366,0.0,0.350921630859375,0.0270000007003545,0.032999999821186,0.0309999994933605,0.3190000057220459,0.2939999997615814,3.0,Deslizamiento
